Tema,Subtema,ST,ID,UN,DS,REC,indicator_id_abs,indicator_id_rel,is_default_variable,variable_id_abs,aux_abs,variable_id_rel,aux_rel,indicator_label,variant_label,measure_unit_abs,measure_unit_rel,variant_path,description,Arquivo_2010,Var_abs_2010,Var_rel_2010 (denominador),Observações,Descrição_2010,Script_2010_abs,Script_2010_rel,Arquivo_2022,Var_abs_2022,Var_rel_2022 (denominador),Descrição_2022,Script_2022_abs,Script_2022_rel,Arquivo_2000,Var_abs_2000,Descrição_2000,Var_rel_2000 (denominador),Script_2000_abs,Script_2000_rel
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_10sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_10sm_fem,"pop_ren_mor_ren_sex_10anos_10sm_fem,",pop_ren_mor_ren_sex_10anos_10sm_fem_pct,"pop_ren_mor_ren_sex_10anos_10sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 5 a 10 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V050,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 5 a 10 salários mínimos,"pop_ren_mor_ren_sex_10anos_10sm_fem = pes_r_V050,","pop_ren_mor_ren_sex_10anos_10sm_fem_pct = pop_ren_mor_ren_sex_10anos_10sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_10sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_10sm_mas,"pop_ren_mor_ren_sex_10anos_10sm_mas,",pop_ren_mor_ren_sex_10anos_10sm_mas_pct,"pop_ren_mor_ren_sex_10anos_10sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 5 a 10 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V028,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 5 a 10 salários mínimos,"pop_ren_mor_ren_sex_10anos_10sm_mas = pes_r_V028,","pop_ren_mor_ren_sex_10anos_10sm_mas_pct = pop_ren_mor_ren_sex_10anos_10sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_15sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_15sm_fem,"pop_ren_mor_ren_sex_10anos_15sm_fem,",pop_ren_mor_ren_sex_10anos_15sm_fem_pct,"pop_ren_mor_ren_sex_10anos_15sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 10 a 15 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V051,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 10 a 15 salários mínimos,"pop_ren_mor_ren_sex_10anos_15sm_fem = pes_r_V051,","pop_ren_mor_ren_sex_10anos_15sm_fem_pct = pop_ren_mor_ren_sex_10anos_15sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_15sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_15sm_mas,"pop_ren_mor_ren_sex_10anos_15sm_mas,",pop_ren_mor_ren_sex_10anos_15sm_mas_pct,"pop_ren_mor_ren_sex_10anos_15sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 10 a 15 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V029,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 10 a 15 salários mínimos,"pop_ren_mor_ren_sex_10anos_15sm_mas = pes_r_V029,","pop_ren_mor_ren_sex_10anos_15sm_mas_pct = pop_ren_mor_ren_sex_10anos_15sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_1sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_1sm_fem,"pop_ren_mor_ren_sex_10anos_1sm_fem,",pop_ren_mor_ren_sex_10anos_1sm_fem_pct,"pop_ren_mor_ren_sex_10anos_1sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 1/2 a 1 salário mínimo,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V046,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de ½ a 1 salário mínimo,"pop_ren_mor_ren_sex_10anos_1sm_fem = pes_r_V046,","pop_ren_mor_ren_sex_10anos_1sm_fem_pct = pop_ren_mor_ren_sex_10anos_1sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_1sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_1sm_mas,"pop_ren_mor_ren_sex_10anos_1sm_mas,",pop_ren_mor_ren_sex_10anos_1sm_mas_pct,"pop_ren_mor_ren_sex_10anos_1sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 1/2 a 1 salário mínimo,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V024,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de ½ a 1 salário mínimo,"pop_ren_mor_ren_sex_10anos_1sm_mas = pes_r_V024,","pop_ren_mor_ren_sex_10anos_1sm_mas_pct = pop_ren_mor_ren_sex_10anos_1sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_20msm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_20msm_fem,"pop_ren_mor_ren_sex_10anos_20msm_fem,",pop_ren_mor_ren_sex_10anos_20msm_fem_pct,"pop_ren_mor_ren_sex_10anos_20msm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de mais de 20 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V053,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 20 salários mínimos,"pop_ren_mor_ren_sex_10anos_20msm_fem = pes_r_V053,","pop_ren_mor_ren_sex_10anos_20msm_fem_pct = pop_ren_mor_ren_sex_10anos_20msm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_20msm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_20msm_mas,"pop_ren_mor_ren_sex_10anos_20msm_mas,",pop_ren_mor_ren_sex_10anos_20msm_mas_pct,"pop_ren_mor_ren_sex_10anos_20msm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de mais de 20 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V031,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 20 salários mínimos,"pop_ren_mor_ren_sex_10anos_20msm_mas = pes_r_V031,","pop_ren_mor_ren_sex_10anos_20msm_mas_pct = pop_ren_mor_ren_sex_10anos_20msm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_20sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_20sm_fem,"pop_ren_mor_ren_sex_10anos_20sm_fem,",pop_ren_mor_ren_sex_10anos_20sm_fem_pct,"pop_ren_mor_ren_sex_10anos_20sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 15 a 20 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V052,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 15 a 20 salários mínimos,"pop_ren_mor_ren_sex_10anos_20sm_fem = pes_r_V052,","pop_ren_mor_ren_sex_10anos_20sm_fem_pct = pop_ren_mor_ren_sex_10anos_20sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_20sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_20sm_mas,"pop_ren_mor_ren_sex_10anos_20sm_mas,",pop_ren_mor_ren_sex_10anos_20sm_mas_pct,"pop_ren_mor_ren_sex_10anos_20sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 15 a 20 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V030,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 15 a 20 salários mínimos,"pop_ren_mor_ren_sex_10anos_20sm_mas = pes_r_V030,","pop_ren_mor_ren_sex_10anos_20sm_mas_pct = pop_ren_mor_ren_sex_10anos_20sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_2sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_2sm_fem,"pop_ren_mor_ren_sex_10anos_2sm_fem,",pop_ren_mor_ren_sex_10anos_2sm_fem_pct,"pop_ren_mor_ren_sex_10anos_2sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 1 a 2 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V047,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 1 a 2 salários mínimos,"pop_ren_mor_ren_sex_10anos_2sm_fem = pes_r_V047,","pop_ren_mor_ren_sex_10anos_2sm_fem_pct = pop_ren_mor_ren_sex_10anos_2sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_2sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_2sm_mas,"pop_ren_mor_ren_sex_10anos_2sm_mas,",pop_ren_mor_ren_sex_10anos_2sm_mas_pct,"pop_ren_mor_ren_sex_10anos_2sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 1 a 2 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V025,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 1 a 2 salários mínimos,"pop_ren_mor_ren_sex_10anos_2sm_mas = pes_r_V025,","pop_ren_mor_ren_sex_10anos_2sm_mas_pct = pop_ren_mor_ren_sex_10anos_2sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_3sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_3sm_fem,"pop_ren_mor_ren_sex_10anos_3sm_fem,",pop_ren_mor_ren_sex_10anos_3sm_fem_pct,"pop_ren_mor_ren_sex_10anos_3sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 2 a 3 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V048,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 2 a 3 salários mínimos,"pop_ren_mor_ren_sex_10anos_3sm_fem = pes_r_V048,","pop_ren_mor_ren_sex_10anos_3sm_fem_pct = pop_ren_mor_ren_sex_10anos_3sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_3sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_3sm_mas,"pop_ren_mor_ren_sex_10anos_3sm_mas,",pop_ren_mor_ren_sex_10anos_3sm_mas_pct,"pop_ren_mor_ren_sex_10anos_3sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 2 a 3 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V026,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 2 a 3 salários mínimos,"pop_ren_mor_ren_sex_10anos_3sm_mas = pes_r_V026,","pop_ren_mor_ren_sex_10anos_3sm_mas_pct = pop_ren_mor_ren_sex_10anos_3sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_5sm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_5sm_fem,"pop_ren_mor_ren_sex_10anos_5sm_fem,",pop_ren_mor_ren_sex_10anos_5sm_fem_pct,"pop_ren_mor_ren_sex_10anos_5sm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres de 3 a 5 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V049,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de mais de 3 a 5 salários mínimos,"pop_ren_mor_ren_sex_10anos_5sm_fem = pes_r_V049,","pop_ren_mor_ren_sex_10anos_5sm_fem_pct = pop_ren_mor_ren_sex_10anos_5sm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_5sm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_5sm_mas,"pop_ren_mor_ren_sex_10anos_5sm_mas,",pop_ren_mor_ren_sex_10anos_5sm_mas_pct,"pop_ren_mor_ren_sex_10anos_5sm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens de 3 a 5 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V027,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de mais de 3 a 5 salários mínimos,"pop_ren_mor_ren_sex_10anos_5sm_mas = pes_r_V027,","pop_ren_mor_ren_sex_10anos_5sm_mas_pct = pop_ren_mor_ren_sex_10anos_5sm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_meiosm_fem,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_meiosm_fem,"pop_ren_mor_ren_sex_10anos_meiosm_fem,",pop_ren_mor_ren_sex_10anos_meiosm_fem_pct,"pop_ren_mor_ren_sex_10anos_meiosm_fem_pct,",Pessoas de 10 ou mais anos de idade,Mulheres até 1/2 salário mínimo,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V045,pes03_V001,,Mulheres de 10 anos ou mais de idade com rendimento nominal mensal de até ½ salário mínimo,"pop_ren_mor_ren_sex_10anos_meiosm_fem = pes_r_V045,","pop_ren_mor_ren_sex_10anos_meiosm_fem_pct = pop_ren_mor_ren_sex_10anos_meiosm_fem / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren_sex,10anos_meiosm_mas,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_sex_10anos_meiosm_mas,"pop_ren_mor_ren_sex_10anos_meiosm_mas,",pop_ren_mor_ren_sex_10anos_meiosm_mas_pct,"pop_ren_mor_ren_sex_10anos_meiosm_mas_pct,",Pessoas de 10 ou mais anos de idade,Homens até 1/2 salário mínimo,Número de pessoas,Porcentagem em relação ao total de pessoas residentes,Renda e sexo dos residentes,,PessoaRenda,pes_r_V023,pes03_V001,,Homens de 10 anos ou mais de idade com rendimento nominal mensal de até ½ salário mínimo,"pop_ren_mor_ren_sex_10anos_meiosm_mas = pes_r_V023,","pop_ren_mor_ren_sex_10anos_meiosm_mas_pct = pop_ren_mor_ren_sex_10anos_meiosm_mas / (pes03_V001),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_0sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_0sm,"pop_ren_mor_ren_10anos_0sm,",pop_ren_mor_ren_10anos_0sm_pct,"pop_ren_mor_ren_10anos_0sm_pct,",Pessoas de 10 ou mais anos de idade,Sem rendimento,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V010,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade sem rendimento nominal mensal,"pop_ren_mor_ren_10anos_0sm = pes_r_V010,","pop_ren_mor_ren_10anos_0sm_pct = pop_ren_mor_ren_10anos_0sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_10sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_10sm,"pop_ren_mor_ren_10anos_10sm,",pop_ren_mor_ren_10anos_10sm_pct,"pop_ren_mor_ren_10anos_10sm_pct,",Pessoas de 10 ou mais anos de idade,5 a 10 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V006,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 5 a 10 salários mínimos,"pop_ren_mor_ren_10anos_10sm = pes_r_V006,","pop_ren_mor_ren_10anos_10sm_pct = pop_ren_mor_ren_10anos_10sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_15sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_15sm,"pop_ren_mor_ren_10anos_15sm,",pop_ren_mor_ren_10anos_15sm_pct,"pop_ren_mor_ren_10anos_15sm_pct,",Pessoas de 10 ou mais anos de idade,10 a 15 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V007,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 10 a 15 salários mínimos,"pop_ren_mor_ren_10anos_15sm = pes_r_V007,","pop_ren_mor_ren_10anos_15sm_pct = pop_ren_mor_ren_10anos_15sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_1sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_1sm,"pop_ren_mor_ren_10anos_1sm,",pop_ren_mor_ren_10anos_1sm_pct,"pop_ren_mor_ren_10anos_1sm_pct,",Pessoas de 10 ou mais anos de idade,1/2 a 1 salário mínimo,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V002,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de ½ a 1 salário mínimo,"pop_ren_mor_ren_10anos_1sm = pes_r_V002,","pop_ren_mor_ren_10anos_1sm_pct = pop_ren_mor_ren_10anos_1sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_20msm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_20msm,"pop_ren_mor_ren_10anos_20msm,",pop_ren_mor_ren_10anos_20msm_pct,"pop_ren_mor_ren_10anos_20msm_pct,",Pessoas de 10 ou mais anos de idade,Mais de 20 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V009,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 20 salários mínimos,"pop_ren_mor_ren_10anos_20msm = pes_r_V009,","pop_ren_mor_ren_10anos_20msm_pct = pop_ren_mor_ren_10anos_20msm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_20sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_20sm,"pop_ren_mor_ren_10anos_20sm,",pop_ren_mor_ren_10anos_20sm_pct,"pop_ren_mor_ren_10anos_20sm_pct,",Pessoas de 10 ou mais anos de idade,15 a 20 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V008,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 15 a 20 salários mínimos,"pop_ren_mor_ren_10anos_20sm = pes_r_V008,","pop_ren_mor_ren_10anos_20sm_pct = pop_ren_mor_ren_10anos_20sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_2sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_2sm,"pop_ren_mor_ren_10anos_2sm,",pop_ren_mor_ren_10anos_2sm_pct,"pop_ren_mor_ren_10anos_2sm_pct,",Pessoas de 10 ou mais anos de idade,1 a 2 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V003,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 1 a 2 salários mínimos,"pop_ren_mor_ren_10anos_2sm = pes_r_V003,","pop_ren_mor_ren_10anos_2sm_pct = pop_ren_mor_ren_10anos_2sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_3sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_3sm,"pop_ren_mor_ren_10anos_3sm,",pop_ren_mor_ren_10anos_3sm_pct,"pop_ren_mor_ren_10anos_3sm_pct,",Pessoas de 10 ou mais anos de idade,2 a 3 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V004,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 2 a 3 salários mínimos,"pop_ren_mor_ren_10anos_3sm = pes_r_V004,","pop_ren_mor_ren_10anos_3sm_pct = pop_ren_mor_ren_10anos_3sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
População e domicílios,População por faixa etária,pop,ren,mor,ren,10anos_5sm,pop_ren_mor_tot_10anos,pop_ren_mor_tot_10anos_pct,,pop_ren_mor_ren_10anos_5sm,"pop_ren_mor_ren_10anos_5sm,",pop_ren_mor_ren_10anos_5sm_pct,"pop_ren_mor_ren_10anos_5sm_pct,",Pessoas de 10 ou mais anos de idade,3 a 5 salários mínimos,Número de pessoas,Porcentagem em relação ao total de pessoas com 10 ou mais anos de idade,Renda dos residentes,,PessoaRenda,pes_r_V005,pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003,,Pessoas de 10 anos ou mais de idade com rendimento nominal mensal de mais de 3 a 5 salários mínimos,"pop_ren_mor_ren_10anos_5sm = pes_r_V005,","pop_ren_mor_ren_10anos_5sm_pct = pop_ren_mor_ren_10anos_5sm / (pes_r_V010 + pes_r_V009 + pes_r_V001 + pes_r_V006 + pes_r_V005 + pes_r_V004 + pes_r_V008 + pes_r_V007 + pes_r_V002 + pes_r_V003),",-,-,-,-,,,-,-,-,-,,
