ordering,keywords,collection_id,source_table_id,variable_id,indicator_id,preset,year,indicator_path,Tema,indicator_label,Subtema,variant_label,variant_path,_measure_unit_prev,measure_unit,is_default_variable,description,metodology
319,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_ren_12sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe identificação do logradouro,Metodologia
320,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_ren_1sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe identificação do logradouro,Metodologia
321,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_ren_meiosm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe identificação do logradouro,Metodologia
322,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_ren_2sm_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que SM – Não existe identificação do logradouro,Metodologia
323,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_sex_fem_res_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe identificação do logradouro,Metodologia
324,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_sex_mas_res_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe identificação do logradouro,Metodologia
325,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_cor_neg_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe identificação do logradouro,Metodologia
326,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_cor_ind_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe identificação do logradouro,Metodologia
327,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_cor_ind_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe identificação do logradouro,Metodologia
328,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ide_mor_cor_neg_pct,ent_cal_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem identificação da rua,Sistema viário,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Não existe identificação do logradouro,Metodologia
329,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_tot_dom_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Não existe iluminação pública,Metodologia
330,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_12sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Não existe iluminação pública,Metodologia
331,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_1sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe iluminação pública,Metodologia
332,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_meiosm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe iluminação pública,Metodologia
333,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_2sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe iluminação pública,Metodologia
334,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_sex_fem_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,Metodologia
335,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_sex_mas_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,Metodologia
336,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_tot_dom_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Não existe iluminação pública,Metodologia
337,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_12sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe iluminação pública,Metodologia
338,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_1sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe iluminação pública,Metodologia
339,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_meiosm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe iluminação pública,Metodologia
340,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_2sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe iluminação pública,Metodologia
341,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_sex_fem_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,Metodologia
342,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_sex_mas_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,Metodologia
343,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_ama_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe iluminação pública,Metodologia
344,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_bra_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe iluminação pública,Metodologia
345,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_ind_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Pessoas indígenas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe iluminação pública,Metodologia
346,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_neg_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Sistema viário,Pessoas negras,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Não existe iluminação pública,Metodologia
347,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_tot_dom_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Não existe meio- fio/guia,Metodologia
348,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_12sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe meio- fio/guia,Metodologia
349,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_1sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe meio- fio/guia,Metodologia
350,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_meiosm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe meio- fio/guia,Metodologia
351,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_2sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe meio- fio/guia,Metodologia
352,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_sex_fem_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,Metodologia
353,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_sex_mas_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,Metodologia
354,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_tot_dom_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Não existe meio-fio/guia,Metodologia
355,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_12sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe meio- fio/guia,Metodologia
356,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_1sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe meio- fio/guia,Metodologia
357,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_2sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita amaior que 2 SM – Não existe meio- fio/guia,Metodologia
358,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_meiosm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe meio- fio/guia,Metodologia
359,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_sex_fem_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,Metodologia
360,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_sex_mas_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,Metodologia
361,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_neg_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe meio-fio/guia,Metodologia
362,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_ind_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe meio-fio/guia,Metodologia
363,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_ind_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe meio-fio/guia,Metodologia
364,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_neg_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Sistema viário,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda– Não existe meio-fio/guia,Metodologia
365,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_tot_dom_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Não existe pavimentação,Metodologia
366,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_12sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Não existe pavimentação,Metodologia
367,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_1sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe pavimentação,Metodologia
368,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_meiosm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe pavimentação,Metodologia
369,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_2sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe pavimentação,Metodologia
370,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_sex_fem_res_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe pavimentação,Metodologia
371,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_sex_mas_res_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Sistema viário,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Sistema viário,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe pavimentação,Metodologia
